,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
396033,14,Female,65,Some College,Native American,40k - 50k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
396039,28,Male,74,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396045,8,Female,72,Some College,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396046,14,Female,59,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396053,2,Male,74,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396073,52,Female,53,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396088,45,Female,71,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396089,24,Male,79,2-Year,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396092,49,Male,79,4-Year,White,120k - 150k,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396117,19,Male,66,4-Year,Asian,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396120,7,Female,63,Some College,White,40k - 50k,Widowed,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
396127,36,Male,80,Post-Grad,Other,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396129,7,Female,67,Some College,White,50k - 60k,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396130,2,Male,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396148,24,Male,89,Post-Grad,White,70k - 80k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396154,2,Female,80,Post-Grad,White,100k - 120k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396156,39,Female,88,No HS,White,10k - 20k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396158,2,Male,65,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396161,4,Female,62,Some College,White,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396179,50,Male,65,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396184,47,Female,59,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396185,52,Male,75,Some College,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396189,10,Male,73,2-Year,White,150k+,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396207,23,Male,53,Some College,Native American,30k - 40k,Married,Most of the time,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
396209,5,Female,67,Some College,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396212,32,Male,64,4-Year,White,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396215,46,Female,29,Post-Grad,White,20k - 30k,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
396222,20,Female,80,Some College,White,60k - 70k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396230,15,Female,60,Some College,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,I Did Not Vote In This Race
396231,8,Female,75,Some College,Hispanic,40k - 50k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396237,27,Male,86,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396252,24,Male,81,Post-Grad,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396263,48,Female,64,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396267,48,Male,60,4-Year,White,Prefer not to say,Separated,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396268,4,Female,56,4-Year,White,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396290,35,Female,73,Some College,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396303,17,Male,65,2-Year,Hispanic,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396307,51,Male,65,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396313,5,Female,69,2-Year,White,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396314,1,Female,60,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396352,6,Female,54,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396400,35,Male,75,High School Graduate,Hispanic,40k - 50k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396416,8,Male,59,Some College,Other,100k - 120k,Married,Only now and then,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1]
396426,30,Female,71,4-Year,White,Prefer not to say,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396470,53,Male,63,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396482,6,Male,60,4-Year,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396485,17,Female,64,Post-Grad,White,100k - 120k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
396506,40,Male,76,4-Year,White,10k - 20k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396529,38,Female,49,Some College,Hispanic,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396530,12,Male,58,Post-Grad,White,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396543,1,Female,71,4-Year,White,150k+,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396544,41,Male,70,4-Year,White,120k - 150k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396547,30,Female,54,Some College,White,150k+,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396566,29,Female,68,4-Year,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396568,6,Male,60,Some College,White,50k - 60k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396582,30,Male,79,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396598,5,Male,58,Some College,White,10k - 20k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396599,28,Male,62,Some College,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396606,24,Female,48,Some College,White,10k - 20k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396629,16,Male,76,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396644,23,Female,82,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396649,49,Male,86,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396655,8,Female,78,2-Year,Black,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396659,50,Female,49,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396660,39,Male,77,High School Graduate,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396695,9,Male,66,2-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
396699,4,Female,67,Some College,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396707,17,Male,59,4-Year,White,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396728,12,Male,77,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396761,41,Female,51,Post-Grad,Middle Eastern,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396765,50,Female,74,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396768,42,Female,61,4-Year,White,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396777,29,Female,32,Some College,Hispanic,20k - 30k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
396802,11,Male,71,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396804,2,Female,79,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396810,26,Female,63,2-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396825,37,Female,81,Some College,White,Prefer not to say,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396840,10,Male,58,Some College,White,10k - 20k,Single / Never Married,Hardly at all,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396847,42,Female,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396857,8,Male,66,Post-Grad,White,20k - 30k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396859,15,Female,60,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396877,2,Male,69,4-Year,White,10k - 20k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396881,28,Female,48,4-Year,Other,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396895,14,Female,88,Some College,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,Not Sure
396908,47,Male,64,4-Year,Other,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396918,2,Female,69,4-Year,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396920,45,Female,65,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396928,31,Female,59,2-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396943,12,Male,81,4-Year,White,120k - 150k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
396949,39,Female,84,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396953,43,Male,31,Some College,Black,Less than 10k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
396957,19,Female,58,4-Year,Native American,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396961,14,Male,58,4-Year,White,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1]
396965,41,Male,82,2-Year,White,40k - 50k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396985,24,Female,60,4-Year,White,100k - 120k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396996,5,Female,63,4-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
397002,48,Male,55,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
397010,27,Female,73,Post-Grad,White,40k - 50k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
397030,45,Female,71,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
397037,1,Female,73,Post-Grad,White,70k - 80k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
397074,3,Male,74,4-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
397082,48,Female,45,Some College,White,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
397101,12,Female,59,4-Year,White,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
397113,22,Female,81,Post-Grad,White,20k - 30k,Widowed,Most of the time,Disapprove / Somewhat Disapprove,Not Sure,[Republican / Candidate 2]
397114,25,Male,65,Some College,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
397116,31,Male,59,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
397141,6,Female,69,Post-Grad,White,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,I Did Not Vote In This Race
397142,6,Male,64,Post-Grad,White,Prefer not to say,Domestic Partnership,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
397160,9,Male,68,Some College,Other,Prefer not to say,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
397162,19,Female,69,Post-Grad,White,40k - 50k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
397168,46,Female,61,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
397171,2,Female,68,Post-Grad,White,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
397181,18,Female,75,4-Year,White,100k - 120k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
397182,25,Female,75,High School Graduate,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
397193,33,Female,78,Post-Grad,White,70k - 80k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
397217,37,Female,79,4-Year,Black,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
397221,4,Female,59,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
397222,10,Male,56,High School Graduate,White,40k - 50k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,[Republican / Candidate 2]
397242,20,Male,54,Post-Grad,White,30k - 40k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
397274,38,Female,52,Post-Grad,Hispanic,80k - 100k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
397275,51,Female,50,2-Year,Hispanic,Prefer not to say,Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1]
397290,33,Male,58,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
