,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov,voted_gov_num
213,28,Male,74,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
214,8,Female,72,Some College,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
215,14,Female,59,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
216,2,Male,74,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
217,52,Female,53,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
218,45,Female,71,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
219,24,Male,79,2-Year,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
220,49,Male,79,4-Year,White,120k - 150k,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
221,19,Male,66,4-Year,Asian,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
222,7,Female,63,Some College,White,40k - 50k,Widowed,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2],1
223,36,Male,80,Post-Grad,Other,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
224,7,Female,67,Some College,White,50k - 60k,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
225,2,Male,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
226,24,Male,89,Post-Grad,White,70k - 80k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
227,2,Female,80,Post-Grad,White,100k - 120k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
228,39,Female,88,No HS,White,10k - 20k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
229,2,Male,65,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
230,4,Female,62,Some College,White,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
231,50,Male,65,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
232,47,Female,59,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
233,52,Male,75,Some College,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
234,10,Male,73,2-Year,White,150k+,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
235,23,Male,53,Some College,Native American,30k - 40k,Married,Most of the time,Strongly Approve,Very Conservative,[Democrat / Candidate 1],0
236,5,Female,67,Some College,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
237,32,Male,64,4-Year,White,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
238,46,Female,29,Post-Grad,White,20k - 30k,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2],1
239,20,Female,80,Some College,White,60k - 70k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
241,8,Female,75,Some College,Hispanic,40k - 50k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
242,27,Male,86,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
243,24,Male,81,Post-Grad,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
244,48,Female,64,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
245,48,Male,60,4-Year,White,Prefer not to say,Separated,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
246,4,Female,56,4-Year,White,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
247,35,Female,73,Some College,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
248,17,Male,65,2-Year,Hispanic,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
249,51,Male,65,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
250,5,Female,69,2-Year,White,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
251,1,Female,60,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
252,6,Female,54,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
253,35,Male,75,High School Graduate,Hispanic,40k - 50k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
254,8,Male,59,Some College,Other,100k - 120k,Married,Only now and then,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1],0
255,30,Female,71,4-Year,White,Prefer not to say,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
256,53,Male,63,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
257,6,Male,60,4-Year,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
258,17,Female,64,Post-Grad,White,100k - 120k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
259,40,Male,76,4-Year,White,10k - 20k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
260,38,Female,49,Some College,Hispanic,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
261,12,Male,58,Post-Grad,White,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
262,1,Female,71,4-Year,White,150k+,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
263,41,Male,70,4-Year,White,120k - 150k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
264,30,Female,54,Some College,White,150k+,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
265,29,Female,68,4-Year,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
266,6,Male,60,Some College,White,50k - 60k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
267,30,Male,79,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
268,5,Male,58,Some College,White,10k - 20k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
269,28,Male,62,Some College,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
270,24,Female,48,Some College,White,10k - 20k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
271,16,Male,76,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
272,23,Female,82,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
273,49,Male,86,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
274,8,Female,78,2-Year,Black,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
275,50,Female,49,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
276,39,Male,77,High School Graduate,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
277,9,Male,66,2-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
278,4,Female,67,Some College,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
279,17,Male,59,4-Year,White,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
280,12,Male,77,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
281,41,Female,51,Post-Grad,Middle Eastern,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
282,50,Female,74,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
283,42,Female,61,4-Year,White,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
284,29,Female,32,Some College,Hispanic,20k - 30k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
285,11,Male,71,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
286,2,Female,79,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
287,26,Female,63,2-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
288,37,Female,81,Some College,White,Prefer not to say,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
289,10,Male,58,Some College,White,10k - 20k,Single / Never Married,Hardly at all,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
290,42,Female,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
291,8,Male,66,Post-Grad,White,20k - 30k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
292,15,Female,60,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
293,2,Male,69,4-Year,White,10k - 20k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
294,28,Female,48,4-Year,Other,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
296,47,Male,64,4-Year,Other,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
297,2,Female,69,4-Year,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
298,45,Female,65,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
299,31,Female,59,2-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
300,12,Male,81,4-Year,White,120k - 150k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2],1
301,39,Female,84,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
302,43,Male,31,Some College,Black,Less than 10k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
303,19,Female,58,4-Year,Native American,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
304,14,Male,58,4-Year,White,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1],0
305,41,Male,82,2-Year,White,40k - 50k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
306,24,Female,60,4-Year,White,100k - 120k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
307,5,Female,63,4-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
308,48,Male,55,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
309,27,Female,73,Post-Grad,White,40k - 50k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
310,45,Female,71,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
311,1,Female,73,Post-Grad,White,70k - 80k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
312,3,Male,74,4-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
313,48,Female,45,Some College,White,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
314,12,Female,59,4-Year,White,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
315,22,Female,81,Post-Grad,White,20k - 30k,Widowed,Most of the time,Disapprove / Somewhat Disapprove,Not Sure,[Republican / Candidate 2],1
316,25,Male,65,Some College,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
317,31,Male,59,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
319,6,Male,64,Post-Grad,White,Prefer not to say,Domestic Partnership,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
320,9,Male,68,Some College,Other,Prefer not to say,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
321,19,Female,69,Post-Grad,White,40k - 50k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
322,46,Female,61,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
323,2,Female,68,Post-Grad,White,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
324,18,Female,75,4-Year,White,100k - 120k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
325,25,Female,75,High School Graduate,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
326,33,Female,78,Post-Grad,White,70k - 80k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
327,37,Female,79,4-Year,Black,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
328,4,Female,59,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
329,10,Male,56,High School Graduate,White,40k - 50k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,[Republican / Candidate 2],1
330,20,Male,54,Post-Grad,White,30k - 40k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
331,38,Female,52,Post-Grad,Hispanic,80k - 100k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
332,51,Female,50,2-Year,Hispanic,Prefer not to say,Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1],0
333,33,Male,58,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
334,42,Female,64,2-Year,Black,50k - 60k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
335,10,Male,77,2-Year,White,60k - 70k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
336,45,Male,62,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
337,11,Female,69,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
338,36,Female,54,Post-Grad,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
339,18,Female,61,2-Year,White,20k - 30k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
340,28,Female,67,4-Year,White,40k - 50k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
341,41,Male,57,High School Graduate,White,10k - 20k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
342,43,Male,53,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
