,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,ownhome,pid3,voted_gov
38153,47,Male,46,Some College,White,Less than 10k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Rent,Independent,[Democrat / Candidate 1]
38154,44,Female,67,No HS,White,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Republican / Candidate 2]
38155,3,Female,66,High School Graduate,White,Less than 10k,Widowed,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38156,23,Male,52,Post-Grad,Hispanic,50k - 60k,Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
38157,11,Male,50,Post-Grad,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,Own,Other,[Democrat / Candidate 1]
38158,17,Female,64,Post-Grad,White,Prefer not to say,Divorced,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38159,36,Male,63,Post-Grad,White,70k - 80k,Domestic Partnership,Most of the time,Strongly Approve,Liberal,Own,Independent,[Democrat / Candidate 1]
38160,41,Female,59,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Other,[Republican / Candidate 2]
38161,33,Male,83,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38163,13,Male,50,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Rent,Independent,[Republican / Candidate 2]
38164,48,Female,71,Post-Grad,White,30k - 40k,Divorced,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38165,28,Female,26,4-Year,White,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38166,33,Female,68,4-Year,White,50k - 60k,Widowed,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38167,1,Female,68,Some College,White,40k - 50k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38168,8,Male,77,Post-Grad,Mixed,Prefer not to say,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38169,16,Male,69,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38170,9,Male,69,4-Year,Native American,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Independent,[Republican / Candidate 2]
38171,7,Female,44,4-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,Own,Democrat,[Republican / Candidate 2]
38172,4,Male,76,2-Year,White,80k - 100k,Divorced,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
38173,26,Female,74,Some College,White,Prefer not to say,Divorced,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38174,16,Male,51,Post-Grad,White,150k+,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38175,37,Male,83,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38176,14,Female,65,Some College,Native American,40k - 50k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,Own,Democrat,[Democrat / Candidate 1]
38177,28,Male,74,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38178,8,Female,72,Some College,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38179,14,Female,59,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Independent,[Democrat / Candidate 1]
38180,2,Male,74,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,Rent,Independent,[Republican / Candidate 2]
38181,52,Female,53,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
38182,45,Female,71,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
38183,24,Male,79,2-Year,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
38184,49,Male,79,4-Year,White,120k - 150k,Widowed,Most of the time,Strongly Approve,Liberal,Own,Other,[Democrat / Candidate 1]
38185,19,Male,66,4-Year,Asian,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
38186,7,Female,63,Some College,White,40k - 50k,Widowed,Some of the time,Approve / Somewhat Approve,Conservative,Own,Republican,[Republican / Candidate 2]
38187,36,Male,80,Post-Grad,Other,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
38188,7,Female,67,Some College,White,50k - 60k,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38189,2,Male,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38190,24,Male,89,Post-Grad,White,70k - 80k,Divorced,Most of the time,Strongly Approve,Liberal,Other,Independent,[Democrat / Candidate 1]
38191,2,Female,80,Post-Grad,White,100k - 120k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,Other,Democrat,[Democrat / Candidate 1]
38192,39,Female,88,No HS,White,10k - 20k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
38193,2,Male,65,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Independent,[Republican / Candidate 2]
38194,4,Female,62,Some College,White,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Liberal,Own,Independent,[Democrat / Candidate 1]
38195,50,Male,65,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38197,47,Female,59,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38198,52,Male,75,Some College,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38199,10,Male,73,2-Year,White,150k+,Divorced,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38200,23,Male,53,Some College,Native American,30k - 40k,Married,Most of the time,Strongly Approve,Very Conservative,Own,Democrat,[Democrat / Candidate 1]
38201,5,Female,67,Some College,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38202,32,Male,64,4-Year,White,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
38203,46,Female,29,Post-Grad,White,20k - 30k,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
38204,20,Female,80,Some College,White,60k - 70k,Divorced,Most of the time,Strongly Approve,Liberal,Other,Democrat,[Democrat / Candidate 1]
38205,15,Female,60,Some College,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,I Did Not Vote In This Race
38206,8,Female,75,Some College,Hispanic,40k - 50k,Widowed,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38207,27,Male,86,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38209,24,Male,81,Post-Grad,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38210,48,Female,64,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38211,48,Male,60,4-Year,White,Prefer not to say,Separated,Most of the time,Strongly Disapprove,Very Conservative,Own,Other,[Republican / Candidate 2]
38212,4,Female,56,4-Year,White,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38213,35,Female,73,Some College,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,Rent,Independent,[Republican / Candidate 2]
38214,17,Male,65,2-Year,Hispanic,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
38215,51,Male,65,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
38216,5,Female,69,2-Year,White,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
38217,1,Female,60,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38218,6,Female,54,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38220,35,Male,75,High School Graduate,Hispanic,40k - 50k,Married,Most of the time,Strongly Approve,Liberal,Own,Other,[Democrat / Candidate 1]
38221,8,Male,59,Some College,Other,100k - 120k,Married,Only now and then,Approve / Somewhat Approve,Not Sure,Own,Not Sure,[Democrat / Candidate 1]
38222,30,Female,71,4-Year,White,Prefer not to say,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
38224,53,Male,63,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38225,6,Male,60,4-Year,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Independent,[Democrat / Candidate 1]
38226,17,Female,64,Post-Grad,White,100k - 120k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Democrat,[Republican / Candidate 2]
38228,40,Male,76,4-Year,White,10k - 20k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
38229,38,Female,49,Some College,Hispanic,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38230,12,Male,58,Post-Grad,White,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38231,1,Female,71,4-Year,White,150k+,Widowed,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38232,41,Male,70,4-Year,White,120k - 150k,Divorced,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38233,30,Female,54,Some College,White,150k+,Married,Some of the time,Strongly Disapprove,Moderate,Own,Republican,[Republican / Candidate 2]
38235,29,Female,68,4-Year,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38236,6,Male,60,Some College,White,50k - 60k,Divorced,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38237,30,Male,79,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Democrat,[Republican / Candidate 2]
38238,5,Male,58,Some College,White,10k - 20k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
38239,28,Male,62,Some College,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38240,24,Female,48,Some College,White,10k - 20k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,Rent,Independent,[Democrat / Candidate 1]
38241,16,Male,76,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38242,23,Female,82,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38243,49,Male,86,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38244,8,Female,78,2-Year,Black,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38245,50,Female,49,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,Rent,Republican,[Republican / Candidate 2]
38246,39,Male,77,High School Graduate,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38248,9,Male,66,2-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
38249,4,Female,67,Some College,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38251,17,Male,59,4-Year,White,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
38252,12,Male,77,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38254,41,Female,51,Post-Grad,Middle Eastern,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38255,50,Female,74,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38257,42,Female,61,4-Year,White,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
38258,29,Female,32,Some College,Hispanic,20k - 30k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,Rent,Democrat,[Democrat / Candidate 1]
38259,11,Male,71,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Independent,[Democrat / Candidate 1]
38260,2,Female,79,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38261,26,Female,63,2-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38262,37,Female,81,Some College,White,Prefer not to say,Widowed,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
38264,10,Male,58,Some College,White,10k - 20k,Single / Never Married,Hardly at all,Strongly Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
38265,42,Female,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
38266,8,Male,66,Post-Grad,White,20k - 30k,Divorced,Most of the time,Strongly Disapprove,Moderate,Rent,Other,[Republican / Candidate 2]
38267,15,Female,60,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38268,2,Male,69,4-Year,White,10k - 20k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Other,[Democrat / Candidate 1]
38269,28,Female,48,4-Year,Other,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38270,14,Female,88,Some College,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,Not Sure
38271,47,Male,64,4-Year,Other,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
38272,2,Female,69,4-Year,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38273,45,Female,65,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38274,31,Female,59,2-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38275,12,Male,81,4-Year,White,120k - 150k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,Rent,Republican,[Republican / Candidate 2]
38276,39,Female,84,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38277,43,Male,31,Some College,Black,Less than 10k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,Rent,Independent,[Democrat / Candidate 1]
38278,19,Female,58,4-Year,Native American,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
38279,14,Male,58,4-Year,White,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Not Sure,Own,Democrat,[Democrat / Candidate 1]
38280,41,Male,82,2-Year,White,40k - 50k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
