,dist,cong,gender,birthyr,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
395883,36,115,Male,1955,63,Post-Grad,White,70k - 80k,Domestic Partnership,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
395901,41,115,Female,1959,59,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
395924,33,115,Male,1935,83,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
395945,13,115,Male,1968,50,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
395951,48,115,Female,1947,71,Post-Grad,White,30k - 40k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
395952,28,115,Female,1992,26,4-Year,White,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
395969,33,115,Female,1950,68,4-Year,White,50k - 60k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
395972,1,115,Female,1950,68,Some College,White,40k - 50k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
395980,8,115,Male,1941,77,Post-Grad,Mixed,Prefer not to say,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
395981,16,115,Male,1949,69,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
395988,9,115,Male,1949,69,4-Year,Native American,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
395997,7,115,Female,1974,44,4-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2]
396008,4,115,Male,1942,76,2-Year,White,80k - 100k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396010,26,115,Female,1944,74,Some College,White,Prefer not to say,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396025,16,115,Male,1967,51,Post-Grad,White,150k+,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396028,37,115,Male,1935,83,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396033,14,115,Female,1953,65,Some College,Native American,40k - 50k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
396039,28,115,Male,1944,74,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396045,8,115,Female,1946,72,Some College,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396046,14,115,Female,1959,59,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396053,2,115,Male,1944,74,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396073,52,115,Female,1965,53,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396088,45,115,Female,1947,71,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396089,24,115,Male,1939,79,2-Year,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396092,49,115,Male,1939,79,4-Year,White,120k - 150k,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396117,19,115,Male,1952,66,4-Year,Asian,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396120,7,115,Female,1955,63,Some College,White,40k - 50k,Widowed,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
396127,36,115,Male,1938,80,Post-Grad,Other,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396129,7,115,Female,1951,67,Some College,White,50k - 60k,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396130,2,115,Male,1954,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396148,24,115,Male,1929,89,Post-Grad,White,70k - 80k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396154,2,115,Female,1938,80,Post-Grad,White,100k - 120k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396156,39,115,Female,1930,88,No HS,White,10k - 20k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396158,2,115,Male,1953,65,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396161,4,115,Female,1956,62,Some College,White,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396179,50,115,Male,1953,65,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396184,47,115,Female,1959,59,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396185,52,115,Male,1943,75,Some College,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396189,10,115,Male,1945,73,2-Year,White,150k+,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396207,23,115,Male,1965,53,Some College,Native American,30k - 40k,Married,Most of the time,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
396209,5,115,Female,1951,67,Some College,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396212,32,115,Male,1954,64,4-Year,White,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396215,46,115,Female,1989,29,Post-Grad,White,20k - 30k,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
396222,20,115,Female,1938,80,Some College,White,60k - 70k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396230,15,115,Female,1958,60,Some College,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,I Did Not Vote In This Race
396231,8,115,Female,1943,75,Some College,Hispanic,40k - 50k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396237,27,115,Male,1932,86,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396252,24,115,Male,1937,81,Post-Grad,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396263,48,115,Female,1954,64,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396267,48,115,Male,1958,60,4-Year,White,Prefer not to say,Separated,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396268,4,115,Female,1962,56,4-Year,White,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396290,35,115,Female,1945,73,Some College,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396303,17,115,Male,1953,65,2-Year,Hispanic,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396307,51,115,Male,1953,65,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396313,5,115,Female,1949,69,2-Year,White,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396314,1,115,Female,1958,60,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396352,6,115,Female,1964,54,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396400,35,115,Male,1943,75,High School Graduate,Hispanic,40k - 50k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396416,8,115,Male,1959,59,Some College,Other,100k - 120k,Married,Only now and then,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1]
396426,30,115,Female,1947,71,4-Year,White,Prefer not to say,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396470,53,115,Male,1955,63,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396482,6,115,Male,1958,60,4-Year,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396485,17,115,Female,1954,64,Post-Grad,White,100k - 120k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
396506,40,115,Male,1942,76,4-Year,White,10k - 20k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396529,38,115,Female,1969,49,Some College,Hispanic,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396530,12,115,Male,1960,58,Post-Grad,White,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396543,1,115,Female,1947,71,4-Year,White,150k+,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396544,41,115,Male,1948,70,4-Year,White,120k - 150k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396547,30,115,Female,1964,54,Some College,White,150k+,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396566,29,115,Female,1950,68,4-Year,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396568,6,115,Male,1958,60,Some College,White,50k - 60k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396582,30,115,Male,1939,79,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396598,5,115,Male,1960,58,Some College,White,10k - 20k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396599,28,115,Male,1956,62,Some College,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396606,24,115,Female,1970,48,Some College,White,10k - 20k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396629,16,115,Male,1942,76,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396644,23,115,Female,1936,82,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396649,49,115,Male,1932,86,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396655,8,115,Female,1940,78,2-Year,Black,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396659,50,115,Female,1969,49,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396660,39,115,Male,1941,77,High School Graduate,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396695,9,115,Male,1952,66,2-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
396699,4,115,Female,1951,67,Some College,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396707,17,115,Male,1959,59,4-Year,White,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396728,12,115,Male,1941,77,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396761,41,115,Female,1967,51,Post-Grad,Middle Eastern,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396765,50,115,Female,1944,74,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396768,42,115,Female,1957,61,4-Year,White,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
396777,29,115,Female,1986,32,Some College,Hispanic,20k - 30k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
396802,11,115,Male,1947,71,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396804,2,115,Female,1939,79,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396810,26,115,Female,1955,63,2-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
396825,37,115,Female,1937,81,Some College,White,Prefer not to say,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
396840,10,115,Male,1960,58,Some College,White,10k - 20k,Single / Never Married,Hardly at all,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396847,42,115,Female,1954,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396857,8,115,Male,1952,66,Post-Grad,White,20k - 30k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396859,15,115,Female,1958,60,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396877,2,115,Male,1949,69,4-Year,White,10k - 20k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396881,28,115,Female,1970,48,4-Year,Other,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396895,14,115,Female,1930,88,Some College,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,Not Sure
396908,47,115,Male,1954,64,4-Year,Other,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396918,2,115,Female,1949,69,4-Year,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
396920,45,115,Female,1953,65,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396928,31,115,Female,1959,59,2-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396943,12,115,Male,1937,81,4-Year,White,120k - 150k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
396949,39,115,Female,1934,84,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
396953,43,115,Male,1987,31,Some College,Black,Less than 10k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
396957,19,115,Female,1960,58,4-Year,Native American,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
396961,14,115,Male,1960,58,4-Year,White,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1]
396965,41,115,Male,1936,82,2-Year,White,40k - 50k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
396985,24,115,Female,1958,60,4-Year,White,100k - 120k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
396996,5,115,Female,1955,63,4-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
397002,48,115,Male,1963,55,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
397010,27,115,Female,1945,73,Post-Grad,White,40k - 50k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
397030,45,115,Female,1947,71,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
397037,1,115,Female,1945,73,Post-Grad,White,70k - 80k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
397074,3,115,Male,1944,74,4-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
397082,48,115,Female,1973,45,Some College,White,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
397101,12,115,Female,1959,59,4-Year,White,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
